"","County_FIPS_Code","State_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","Strata_Determining_Factors","Number_Counties","Population_Size","Population_Density","Poverty","Age_19_Under","Age_19_64","Age_65_84","Age_85_and_Over","White","Black","Native_American","Asian","Hispanic","No_HS_Diploma","Unemployed","Sev_Work_Disabled","Major_Depression","Recent_Drug_Use","Ecol_Rpt","Ecol_Rpt_Ind","Ecol_Exp","Salm_Rpt","Salm_Rpt_Ind","Salm_Exp","Shig_Rpt","Shig_Rpt_Ind","Shig_Exp","Toxic_Chem","Carbon_Monoxide_Ind","Nitrogen_Dioxide_Ind","Sulfur_Dioxide_Ind","Ozone_Ind","Particulate_Matter_Ind","Lead_Ind","EH_Time_Span","No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","A_Wh_BirthDef","A_Bl_BirthDef","A_Ot_BirthDef","A_Hi_BirthDef","B_Wh_Injury","B_Bl_Injury","B_Ot_Injury","B_Hi_Injury","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","B_Wh_Homicide","B_Bl_Homicide","B_Ot_Homicide","B_Hi_Homicide","C_Wh_Injury","C_Bl_Injury","C_Ot_Injury","C_Hi_Injury","C_Wh_Homicide","C_Bl_Homicide","C_Ot_homicide","C_Hi_Homicide","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Injury","D_Bl_Injury","D_Ot_Injury","D_Hi_Injury","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","D_Wh_HIV","D_Bl_HIV","D_Ot_HIV","D_Hi_HIV","D_Wh_Homicide","D_Bl_Homicide","D_Ot_Homicide","D_Hi_Homicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer","LCD_Time_Span","ALE","US_ALE","All_Death","US_All_Death","Health_Status","US_Health_Status","Unhealthy_Days","US_Unhealthy_Days"
"2345","061","45","Lee","South Carolina","SC",69,"frontier status, population size, poverty, age, population density",45,20638,50,20.5,24.6,63.3,10.4,1.7,36.2,63.4,0.1,0.2,2.7,5238,814,746,1218,1029,0,3,0,17,3,38,4,3,20,260831,1,1,1,1,1,1,NA,26,NA,30.3,NA,20.4,20.8,3877,2198,643,9.7,9.7,1,1,NA,73,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,21,NA,NA,17,11,NA,NA,13,11,NA,NA,10,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,40,28,NA,NA,28,22,NA,NA,34,27,NA,NA,21,21,NA,NA,NA,74.3,76.5,1036,898.6,26.6,17.1,6.6,6
"2346","063","45","Lexington","South Carolina","SC",11,"frontier status, population size, poverty, age",44,235272,336,10.5,25.7,63.2,9.9,1.2,83.3,14.3,0.4,1.2,3,26664,6234,5822,13695,11085,0,3,13,87,4,80,42,4,27,1781882,1,1,1,1,1,1,NA,20.7,75.5,23.1,26.2,25,6.7,26740,22830,4524,69.7,28.5,1,2,50,41,NA,NA,13,14,NA,NA,38,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,59,40,NA,NA,NA,25,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,31,14,NA,NA,12,NA,NA,NA,13,17,NA,NA,10,NA,NA,NA,NA,13,NA,NA,NA,10,NA,NA,33,26,NA,NA,23,20,NA,NA,27,23,NA,NA,22,22,NA,NA,NA,76.2,76.5,907.5,898.6,13.8,17.1,5.7,6
"2347","065","45","McCormick","South Carolina","SC",44,"frontier status, population size, poverty, age",33,10108,28,16.1,18.3,61.5,18.1,2,48,51.4,0,0.4,0.9,2531,400,289,645,491,0,3,1,24,4,12,1,3,5,7,1,1,1,1,1,1,NA,NA,NA,NA,NA,19.6,NA,1069,1802,333,29.7,29.7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,NA,NA,20,NA,NA,NA,20,19,NA,NA,10,NA,NA,NA,15,13,NA,NA,NA,NA,NA,NA,34,31,NA,NA,26,28,NA,NA,24,28,NA,NA,24,24,NA,NA,NA,76.8,76.5,977.7,898.6,NA,17.1,6.1,6
"2348","067","45","Marion","South Carolina","SC",53,"frontier status, population size, poverty, age, population density",27,34904,71,20.5,26.5,60.8,11.1,1.6,43,56.2,0.2,0.4,2.4,7206,1968,1325,2012,1701,0,3,0,32,4,39,5,3,14,113787,1,1,1,1,1,1,NA,31.7,77.2,34.9,44.6,25.9,11.5,7893,4574,1468,60.2,14.3,1,2,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,18,NA,NA,18,13,NA,NA,21,14,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,33,26,NA,NA,29,31,NA,NA,34,35,NA,NA,21,21,NA,NA,NA,71.4,76.5,1121.1,898.6,24.2,17.1,6.3,6
"2349","069","45","Marlboro","South Carolina","SC",52,"frontier status, population size, poverty, age, population density",40,28021,58,20.2,25.4,62.2,10.7,1.7,43.8,51.6,3.4,0.4,0.8,7254,1498,963,1639,1356,0,3,0,25,4,27,2,3,13,1042021,1,1,1,1,1,1,NA,43.3,80.4,35.4,36.8,35.7,10.9,5381,3460,1297,28.6,21.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12,NA,NA,15,11,NA,NA,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,30,22,NA,NA,35,41,NA,NA,35,40,NA,NA,21,19,NA,NA,NA,69.6,76.5,1235.8,898.6,23.9,17.1,7,6
"2350","071","45","Newberry","South Carolina","SC",49,"frontier status, population size, poverty, age, population density",35,37250,59,14.6,24.5,61,12.2,2.2,67.1,31.8,0.3,0.5,6.8,7720,1253,1137,2203,1797,0,3,2,17,3,24,5,4,7,1084184,1,1,1,1,1,1,NA,34,79,25.4,36,23.5,11.4,5441,5338,1197,67.1,21.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,27,NA,NA,16,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,30,NA,NA,24,21,NA,NA,28,21,NA,NA,20,25,NA,NA,NA,75.8,76.5,952.1,898.6,20.8,17.1,6.7,6
"2351","073","45","Oconee","South Carolina","SC",21,"frontier status, population size, poverty, age",44,69577,111,11.7,22.6,60.6,15.2,1.6,90.6,8.2,0.2,0.4,3.2,12772,2780,2307,4210,3245,4,3,7,31,3,44,5,3,10,281349,1,1,1,1,1,1,NA,22.9,74.1,22.4,30.7,23.5,9.1,8325,10980,2529,64.7,27.3,2,2,57,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,16,NA,NA,11,16,NA,NA,12,16,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,27,NA,NA,23,31,NA,NA,29,27,NA,NA,22,17,NA,NA,NA,76.5,76.5,883.3,898.6,16.9,17.1,6.4,6
"2352","075","45","Orangeburg","South Carolina","SC",8,"frontier status, population size, poverty",54,92167,83,19.8,26.7,59.7,11.8,1.8,35.5,62.9,0.4,0.5,1.2,16288,3983,3834,5321,4815,0,3,0,85,4,91,4,3,46,3790490,1,1,1,1,1,1,NA,30,79.5,35.2,35.7,21,9.9,16341,12006,3009,67.3,26,1,2,NA,65,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,37,NA,NA,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,16,NA,NA,13,12,NA,NA,12,15,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,30,28,NA,NA,28,21,NA,NA,28,30,NA,NA,20,22,NA,NA,NA,72.8,76.5,1015.9,898.6,20.6,17.1,7.6,6
"2353","077","45","Pickens","South Carolina","SC",14,"frontier status, population size, poverty, age",40,113575,229,11.5,23.9,63.7,10.7,1.7,90.8,6.7,0.2,1.6,2.3,18493,3829,3181,6808,6418,2,3,3,31,3,44,4,3,13,219593,1,1,1,2,1,1,NA,26.4,77.1,20.1,25,24.1,7.8,13335,13473,3550,74,25.5,2,2,52,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,11,NA,NA,NA,10,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23,NA,NA,25,29,NA,NA,29,32,NA,NA,20,20,NA,NA,NA,76.7,76.5,856.5,898.6,15.8,17.1,6.8,6
"2354","079","45","Richland","South Carolina","SC",5,"frontier status, population size, poverty",25,340078,450,13.9,26.2,64.1,8.5,1.2,49.7,46.6,0.3,2.2,2.9,31283,10328,8319,19776,18017,1,3,10,322,4,167,123,4,128,9751876,1,1,1,2,1,1,NA,20.1,73.6,22.2,25.5,20.1,7.9,42449,31683,7116,127,56.8,1,2,NA,52,NA,NA,NA,12,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,29,NA,NA,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,13,NA,NA,19,10,NA,NA,16,13,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,10,NA,NA,34,28,NA,NA,20,22,NA,NA,26,26,33,16,21,23,23,20,NA,74.7,76.5,960.2,898.6,13.2,17.1,5.3,6
"2355","081","45","Saluda","South Carolina","SC",64,"frontier status, population size, poverty, age, population density",41,18895,42,15.1,24.2,61.6,12.3,1.9,71.1,28.1,0.2,0.2,12.3,3933,660,574,1122,906,0,3,2,10,3,28,6,4,7,50050,1,1,1,1,1,1,NA,25.6,83.4,28.6,NA,25,11.8,3520,1973,505,15.9,15.9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,26,NA,NA,NA,13,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,31,29,NA,NA,34,24,NA,NA,37,33,NA,NA,18,24,NA,NA,NA,74.7,76.5,978.2,898.6,24.6,17.1,8.1,6
"2356","083","45","Spartanburg","South Carolina","SC",14,"frontier status, population size, poverty, age",40,266809,329,12.9,25.2,62.2,11,1.6,76.2,20.9,0.3,1.7,4.1,48069,10043,7900,15646,12705,1,3,8,74,3,101,3,3,31,2212665,1,1,1,2,1,1,NA,27.9,76.8,25.1,28.3,25.3,8.2,34411,31904,9699,87.7,30.7,1,2,28,41,NA,NA,26,11,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,36,NA,NA,NA,36,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,27,14,NA,NA,13,11,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,31,24,NA,NA,22,28,NA,NA,27,25,NA,NA,21,24,NA,NA,NA,74.4,76.5,989.7,898.6,17.1,17.1,6,6
"2357","085","45","Sumter","South Carolina","SC",7,"frontier status, population size, poverty",33,105517,159,16.3,28.6,59.3,10.6,1.5,50,47.5,0.3,1.1,2,16896,4158,2434,5925,5118,0,3,6,82,4,60,42,4,57,885798,1,1,1,1,1,1,NA,27.6,75.7,27.5,26.9,24.1,9.7,16527,11741,2768,54,30.3,1,2,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,11,NA,NA,12,17,NA,NA,17,13,NA,NA,12,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,38,32,NA,NA,21,21,NA,NA,28,28,NA,NA,22,22,NA,NA,NA,74.3,76.5,951.6,898.6,18.7,17.1,5.4,6
"2358","087","45","Union","South Carolina","SC",50,"frontier status, population size, poverty, age, population density",27,28539,56,14.3,24.2,59.7,13.9,2.2,67.6,31.6,0.2,0.2,0.8,6603,1433,1050,1694,1296,0,3,1,28,4,24,0,3,7,25905,1,1,1,1,1,1,NA,32.4,82.3,31.9,42.5,28.5,12.5,3700,4507,1563,70.1,21,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,18,NA,NA,14,NA,NA,NA,24,16,NA,NA,10,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,30,28,NA,NA,27,24,NA,NA,31,32,NA,NA,21,19,NA,NA,NA,73,76.5,1027.7,898.6,28.2,17.1,9.1,6
"2359","089","45","Williamsburg","South Carolina","SC",51,"frontier status, population size, poverty, age, population density",33,35395,38,22.9,27.2,59.5,11.5,1.8,32.3,67.2,0.2,0.2,0.8,7857,1841,1251,2027,1719,0,3,0,15,3,37,6,3,20,31429,1,1,1,1,1,1,NA,28.9,73.6,39.5,NA,24,10.9,7654,4138,1586,25.4,11.3,1,1,NA,63,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,25,NA,NA,NA,NA,NA,NA,11,15,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,29,29,NA,NA,22,21,NA,NA,36,31,NA,NA,21,20,NA,NA,NA,72.3,76.5,1064.9,898.6,25.1,17.1,6.5,6
"2360","091","45","York","South Carolina","SC",14,"frontier status, population size, poverty, age",40,190097,279,11.3,25.9,63.6,9.3,1.2,77.9,19.4,0.8,1.2,2.9,28290,6353,6808,11050,9314,2,3,5,118,4,68,104,4,21,3064700,1,1,1,1,1,1,NA,23,75.9,22.2,27.1,25.1,7.6,21427,18656,3845,50.5,26.3,1,2,67,68,NA,NA,NA,12,NA,NA,27,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,66,36,NA,NA,NA,12,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,29,10,NA,NA,16,11,NA,NA,16,15,NA,NA,11,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,38,25,NA,NA,23,29,NA,NA,27,27,NA,NA,22,22,NA,NA,NA,75.7,76.5,925.9,898.6,12.9,17.1,6,6
"2361","003","46","Aurora","South Dakota","SD",82,"frontier status, population size, poverty, age",37,2901,4,11.7,26.7,52.2,18.4,2.7,96.7,0.3,2.8,0.1,3.3,396,58,43,160,104,8,4,1,2,3,4,1,4,1,NA,1,1,1,1,1,1,NA,32.1,82.7,24.3,34.1,14.6,7,504,576,47,0,34.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,15,NA,NA,NA,NA,78.8,76.5,816.3,898.6,12.1,17.1,4.4,6
"2362","005","46","Beadle","South Dakota","SD",58,"frontier status, population size, poverty, age, population density",48,15896,13,11.9,23,57,16,4.1,96.8,0.8,1.4,0.4,2,1875,404,416,911,554,12,4,5,34,4,19,8,4,5,505,1,1,1,1,1,1,NA,25.2,81.7,25.1,27.8,20.3,7.7,1561,3139,437,94.4,50.3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,28,NA,NA,NA,22,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,26,NA,NA,NA,33,NA,NA,NA,22,NA,NA,NA,NA,78.5,76.5,775.1,898.6,14.3,17.1,4.9,6
"2363","007","46","Bennett","South Dakota","SD",86,"frontier status, population size, poverty, age",38,3585,3,27.4,34.6,53.2,10.3,1.9,40.5,0.4,52.7,0.2,2.5,568,93,63,176,137,0,3,0,4,4,4,22,4,11,NA,1,1,1,1,1,1,NA,22.4,80.3,22.7,33.4,28.8,5.1,864,371,58,0,27.9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,17,NA,13,NA,21,NA,35,NA,33,NA,18,NA,27,NA,NA,66.6,76.5,1017.7,898.6,17.3,17.1,6.5,6
"2364","009","46","Bon Homme","South Dakota","SD",58,"frontier status, population size, poverty, age, population density",48,7087,13,13,20.8,59.7,15.5,4.1,95,0.9,3.9,0.1,0.6,1048,130,133,418,260,4,4,2,11,4,8,17,4,2,20185,1,1,1,1,1,1,NA,27.9,73.8,22.3,31.4,16,6,689,1438,95,56.4,56.4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,33,NA,NA,NA,41,NA,NA,NA,19,NA,NA,NA,NA,78.3,76.5,701,898.6,19.3,17.1,5,6
"2365","011","46","Brookings","South Dakota","SD",28,"frontier status, population size, poverty, age",39,28121,35,12.5,22.8,66.2,8.8,2.1,95.7,0.5,1,2,1,1504,576,410,1630,1456,15,4,3,14,3,17,3,4,3,536940,1,1,1,1,1,1,NA,19.5,82.3,21.2,17.3,18.2,3.9,2099,2970,335,56.9,32,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,21,NA,NA,NA,18,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,32,NA,NA,NA,33,NA,NA,NA,20,NA,NA,NA,NA,80.3,76.5,689,898.6,8.2,17.1,4.4,6
"2366","013","46","Brown","South Dakota","SD",26,"frontier status, population size, poverty, age",40,34706,20,10.1,23.3,59.7,13.9,3.1,95.1,0.4,3.1,0.6,1,3298,704,593,1981,1271,14,4,4,43,4,19,3,3,4,122909,1,1,1,1,1,1,NA,21.9,82.3,24.9,23.7,20.3,6.7,3166,5680,669,77.8,60.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,23,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,29,NA,NA,NA,38,NA,NA,NA,19,NA,NA,NA,NA,78.1,76.5,773.8,898.6,14.8,17.1,5.4,6
"2367","015","46","Brule","South Dakota","SD",40,"frontier status, population size, poverty, age",62,5187,6,11.5,28,54.9,13.4,3.7,88.9,0.4,9.8,0.5,0.5,627,102,76,280,189,3,4,1,8,4,6,28,4,2,NA,1,1,1,1,1,1,NA,29.7,78.9,26.1,29.2,18.6,10.2,771,892,116,135,38.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,28,NA,NA,NA,32,NA,NA,NA,25,NA,NA,NA,NA,78.8,76.5,717.7,898.6,13.9,17.1,5.3,6
"2368","017","46","Buffalo","South Dakota","SD",86,"frontier status, population size, poverty, age",38,2100,4,30,40,53.1,6.1,0.7,17.2,0.2,82.5,0,1.2,367,92,33,95,81,1,4,0,5,4,2,68,4,6,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,587,103,36,47.6,47.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,30,NA,27,NA,33,NA,23,NA,NA,77,76.5,1822.6,898.6,NA,17.1,NA,6
"2369","019","46","Butte","South Dakota","SD",85,"frontier status, population size, poverty, age",25,9326,4,13.8,25.8,58.8,13.3,2.1,96.5,0.2,2,0.2,3,1239,186,195,517,339,2,4,1,8,4,7,5,3,5,NA,1,1,1,1,1,1,NA,28.1,78.1,25.4,27.5,25,8,1668,1437,243,42.9,42.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,18,NA,NA,NA,13,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,34,NA,NA,NA,33,NA,NA,NA,24,NA,NA,NA,NA,77.5,76.5,894,898.6,18.7,17.1,5.8,6
"2370","021","46","Campbell","South Dakota","SD",84,"frontier status, population size, poverty, age",52,1565,2,10.8,22.4,53.2,20.8,3.6,98.9,0,0.7,0.4,0.3,234,36,32,91,53,6,4,1,2,4,2,0,3,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,308,647,48,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,24,NA,NA,NA,43,NA,NA,NA,24,NA,NA,NA,NA,74.6,76.5,552.1,898.6,NA,17.1,NA,6
"2371","023","46","Charles Mix","South Dakota","SD",74,"frontier status, population size, poverty, age, population density",30,9194,8,21.3,30.7,52.1,13.5,3.7,66.5,0.1,32.2,0.1,2.3,1431,192,420,477,323,7,4,1,17,4,15,66,4,15,NA,1,1,1,1,1,1,NA,25.1,80.5,28.7,27.5,21.2,10.1,1755,1535,144,21.8,32.6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,29,NA,25,NA,33,NA,36,NA,23,NA,23,NA,NA,78.3,76.5,865.7,898.6,18.9,17.1,5.1,6
"2372","025","46","Clark","South Dakota","SD",84,"frontier status, population size, poverty, age",52,3799,4,12.6,22.8,54.9,17.8,4.5,99,0.1,0.7,0.1,0.5,617,95,56,219,136,1,4,1,6,4,5,0,3,1,NA,1,1,1,1,1,1,NA,NA,74.3,22.9,31.2,15.8,6.1,555,887,62,0,26.3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,21,NA,NA,NA,34,NA,NA,NA,20,NA,NA,NA,NA,78.8,76.5,743.2,898.6,12.1,17.1,3.1,6
"2373","027","46","Clay","South Dakota","SD",44,"frontier status, population size, poverty, age",33,12995,32,17.7,22.8,66.8,8.6,1.7,93.1,1,2.7,2.3,1.1,699,262,238,755,723,7,4,1,30,4,16,3,4,7,NA,1,1,1,1,1,1,NA,16.3,78.3,22.8,19.9,18.5,3.9,1381,1299,164,84.6,30.8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,33,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,29,NA,NA,NA,39,NA,NA,NA,20,NA,NA,NA,NA,78.3,76.5,837.2,898.6,6.9,17.1,4.3,6
