County_FIPS_Code,State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,A_Wh_Comp,A_Bl_Comp,A_Ot_Comp,A_Hi_Comp,A_Wh_BirthDef,A_Bl_BirthDef,A_Ot_BirthDef,A_Hi_BirthDef,B_Wh_Injury,B_Bl_Injury,B_Ot_Injury,B_Hi_Injury,B_Wh_Cancer,B_Bl_Cancer,B_Ot_Cancer,B_Hi_Cancer,B_Wh_Homicide,B_Bl_Homicide,B_Ot_Homicide,B_Hi_Homicide,C_Wh_Injury,C_Bl_Injury,C_Ot_Injury,C_Hi_Injury,C_Wh_Homicide,C_Bl_Homicide,C_Ot_homicide,C_Hi_Homicide,C_Wh_Suicide,C_Bl_Suicide,C_Ot_Suicide,C_Hi_Suicide,C_Wh_Cancer,C_Bl_Cancer,C_Ot_Cancer,C_Hi_Cancer,D_Wh_Injury,D_Bl_Injury,D_Ot_Injury,D_Hi_Injury,D_Wh_Cancer,D_Bl_Cancer,D_Ot_Cancer,D_Hi_Cancer,D_Wh_HeartDis,D_Bl_HeartDis,D_Ot_HeartDis,D_Hi_HeartDis,D_Wh_Suicide,D_Bl_Suicide,D_Ot_Suicide,D_Hi_Suicide,D_Wh_HIV,D_Bl_HIV,D_Ot_HIV,D_Hi_HIV,D_Wh_Homicide,D_Bl_Homicide,D_Ot_Homicide,D_Hi_Homicide,E_Wh_Cancer,E_Bl_Cancer,E_Ot_Cancer,E_Hi_Cancer,E_Wh_HeartDis,E_Bl_HeartDis,E_Ot_HeartDis,E_Hi_HeartDis,F_Wh_HeartDis,F_Bl_HeartDis,F_Ot_HeartDis,F_Hi_HeartDis,F_Wh_Cancer,F_Bl_Cancer,F_Ot_Cancer,F_Hi_Cancer,LCD_Time_Span,ALE,US_ALE,All_Death,US_All_Death,Health_Status,US_Health_Status,Unhealthy_Days,US_Unhealthy_Days,Suicide,LBW,VLBW,Premature,Under_18,Over_40,Unmarried,Late_Care,Infant_Mortality,IM_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide..160,Injury,Total_Births,Total_Deaths
167,48,Galveston,Texas,TX,6,"frontier status, population size, poverty",53,277563,697,13.7,27,62.1,9.7,1.2,80.7,14.9,0.5,2.8,19.8,34267,7876,7395,14552,11807,0,3,8,161,4,125,97,4,78,8154128,1,1,1,2,1,1,NA,24.9,79,28.6,28.4,27.4,9.3,41377,28053,4649,133.3,34.6,1,2,59,57,NA,71,16,11,NA,14,48,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,41,22,NA,48,16,44,NA,26,19,11,NA,19,NA,NA,NA,NA,27,18,NA,29,16,12,NA,15,12,NA,NA,NA,13,NA,NA,13,NA,20,NA,NA,NA,NA,NA,NA,35,30,NA,35,22,27,NA,18,30,29,NA,29,21,24,NA,19,NA,75.4,76.5,988.4,898.6,17.2,17.1,6.1,6,14.4,9,2,14.5,4.4,2.3,37.1,13.9,8.3,7.2,5.5,2.8,32.1,21.9,197.7,9.2,66.1,16.1,65.6,14.4,26.9,11571,6808
169,48,Garza,Texas,TX,88,"frontier status, population size, poverty, age",23,5002,6,19.5,29.3,57.1,11.8,1.7,92.9,5.8,0.5,0.2,38.9,939,107,125,256,220,0,3,0,4,3,7,5,4,4,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,998,680,92,0,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,12,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,31,26,NA,NA,23,38,NA,NA,29,19,NA,NA,25,NA,75.4,76.5,1056.9,898.6,NA,17.1,NA,6,NA,7.2,2.2,13.7,9.6,1,35.5,27.5,4.8,NA,3.2,1.6,NA,NA,276.2,NA,54.7,40,68.1,NA,30.6,678,573
171,48,Gillespie,Texas,TX,59,"frontier status, population size, poverty, age, population density",32,23088,22,10.8,20.7,53.8,21.7,3.8,98.6,0.4,0.5,0.2,16.9,3329,373,781,1308,941,1,3,4,24,4,22,4,4,6,273,1,1,1,1,1,1,NA,NA,NA,18.5,NA,16,5.8,2947,4985,317,121.3,30.3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,30,19,NA,NA,11,29,NA,NA,28,21,NA,NA,26,NA,78.8,76.5,717.8,898.6,7.2,17.1,4.9,6,17.9,5.9,0.6,11.4,5.7,2.1,21.1,20.9,5,5,3.5,1.5,33,15.1,129.4,NA,39.6,23.4,59.8,17.9,21.8,2196,2708
173,48,Glasscock,Texas,TX,83,"frontier status, population size, poverty, age",29,1327,1,10.4,29.8,58.4,10.4,1.4,98,0.8,0.2,1.1,30.7,241,27,47,67,59,0,3,0,1,4,1,0,3,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,21,NA,NA,NA,NA,76.2,76.5,640.8,898.6,NA,17.1,NA,6,NA,8.8,NA,12.9,NA,NA,11.7,25.7,NA,NA,NA,NA,NA,NA,219.4,NA,NA,NA,NA,NA,NA,171,55
175,48,Goliad,Texas,TX,43,"frontier status, population size, poverty, age",57,7102,8,15.2,23.8,59.2,15.3,1.7,94.1,5.1,0.6,0.2,36.2,1320,168,194,388,307,0,3,1,17,4,9,3,4,4,754088,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1181,1003,130,0,28.2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,21,28,NA,NA,21,30,29,NA,25,23,31,NA,24,NA,76.3,76.5,795.9,898.6,NA,17.1,NA,6,18.1,7.7,1.1,10.2,7.4,1.2,36.5,15.1,5.9,NA,4.4,1.5,NA,19.3,167.7,NA,55.1,35.1,48.5,18.1,20,743,684
177,48,Gonzales,Texas,TX,75,"frontier status, population size, poverty, age, population density",37,19587,18,18.8,28.1,56.1,13.5,2.3,90.1,8.1,0.9,0.6,42.8,4690,399,553,1012,835,0,3,2,30,4,31,25,4,11,10,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4474,2934,436,45.9,20.4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,80,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,41,13,NA,NA,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,33,16,NA,37,26,35,NA,14,33,27,NA,29,21,29,NA,22,NA,76.4,76.5,908.9,898.6,NA,17.1,NA,6,11.2,7.3,1,14.5,10.3,1,45.6,19.3,4.3,4,3.1,1.2,24.4,26.8,208,10,56.7,42.2,63.8,11.2,31.5,2827,2106
179,48,Gray,Texas,TX,63,"frontier status, population size, poverty, age, population density",32,21479,23,15,24.4,57.4,15.4,2.7,90.6,6.1,1,0.6,16.4,3552,474,522,1163,922,1,3,2,12,3,30,15,4,7,813950,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5.2,3283,3832,410,37.2,27.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,10,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,15,NA,NA,NA,19,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,18,26,NA,NA,21,34,33,NA,10,21,28,NA,20,NA,76,76.5,909.2,898.6,NA,17.1,NA,6,16.1,8.4,1.2,12.6,6.8,0.9,31.1,22.4,8.9,7.6,5.3,3.2,31.9,20.1,211.9,NA,59,18.5,50.7,16.1,29.6,2778,2792
181,48,Grayson,Texas,TX,6,"frontier status, population size, poverty",53,116834,125,13.5,25.8,59.4,12.8,2,90.1,5.9,1.4,0.7,8.7,15179,2977,3061,6216,4993,1,3,3,28,3,55,18,3,34,154636,1,1,1,1,1,1,NA,28,71.3,23.7,NA,29.2,7.1,15958,16387,2628,56.5,36.8,2,2,39,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,27,NA,NA,27,36,NA,NA,36,38,NA,NA,21,20,NA,NA,NA,75.4,76.5,944.5,898.6,20,17.1,6.7,6,14,7.2,1.4,12.8,5.1,1.3,36.4,14.5,7.2,2.7,3,4.2,27.2,23.2,250.8,NA,71.2,22.1,48.7,14,25.3,4718,3705
183,48,Gregg,Texas,TX,6,"frontier status, population size, poverty",53,115649,422,16.4,28,58.7,11.7,1.6,76.9,20.4,0.6,1,11.8,15260,2993,2768,5981,4945,1,3,3,53,4,54,10,3,34,624853,1,1,1,2,1,1,NA,27.9,77,24.1,28.9,25.2,9.3,18617,17194,2827,89.1,62.3,2,2,55,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,25,19,NA,NA,14,21,NA,NA,12,25,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,27,NA,NA,31,37,NA,NA,29,26,NA,17,20,20,NA,30,NA,74.4,76.5,1032.7,898.6,22.9,17.1,5.9,6,18.4,7.8,1.4,14.3,5.7,1.2,39.9,17.1,6.8,3.7,4.7,2.2,25.3,25.8,205.6,5.9,67.8,23.9,77.3,18.4,26,5568,3556
185,48,Grimes,Texas,TX,68,"frontier status, population size, poverty, age, population density",34,25192,32,16.8,24.3,62.4,11.6,1.8,80.4,18.3,0.4,0.4,17.5,5620,616,549,1366,1046,1,3,0,21,3,39,13,4,14,99385,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3899,2894,424,31.8,19.8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,32,12,NA,NA,12,19,NA,NA,NA,21,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,12,31,36,NA,18,36,37,NA,24,23,24,NA,24,NA,74.9,76.5,952.5,898.6,NA,17.1,NA,6,17.4,7.4,1,11.7,7.8,1.1,38.7,16.8,6.1,0,3.2,2.5,26.9,21.8,238.1,4.6,64.2,30.8,57,17.4,19.7,3102,2294
187,48,Guadalupe,Texas,TX,23,"frontier status, population size, poverty, age",37,103032,145,12.1,27.1,61.1,10.5,1.4,91.4,5.6,0.7,1.2,33.6,14355,2230,2772,5404,4557,3,3,5,53,3,78,82,4,37,1749465,1,1,1,1,1,1,NA,25,NA,23.6,NA,24,11.1,15357,9729,1430,36.9,16.5,2,2,40,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,14,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,24,15,NA,NA,NA,13,NA,NA,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,29,NA,26,22,39,NA,20,30,48,NA,27,23,19,NA,22,NA,78.1,76.5,783.7,898.6,16.7,17.1,5.7,6,10.4,7.1,1.5,12.8,6,1.4,33.2,14.6,6.1,6.5,3.7,2.4,20.4,16.7,178.5,3.7,49.2,19.7,46.2,10.4,16.7,5925,3210
189,48,Hale,Texas,TX,51,"frontier status, population size, poverty, age, population density",33,36233,36,20.1,32.1,55.5,10.8,1.6,92,5.9,1.2,0.6,52,7161,923,717,1777,1597,2,4,0,51,4,36,9,3,20,2040131,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,6.8,7678,4651,623,33.1,19.3,1,2,33,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,44,NA,NA,43,NA,NA,NA,11,12,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,31,NA,NA,28,27,NA,NA,22,28,30,NA,28,18,30,NA,17,NA,77.3,76.5,827.7,898.6,15.9,17.1,5.9,6,NA,9.3,1.1,16.7,11,1.2,39.5,31.3,8,8.3,5.3,2.8,30,14,180.6,NA,40.7,23.8,64,NA,34.5,3230,1509
191,48,Hall,Texas,TX,87,"frontier status, population size, poverty, age",32,3700,4,22.4,28,50.9,17.2,3.9,90.3,8.3,0.8,0.5,29.2,925,92,115,191,149,0,3,0,5,4,5,2,4,2,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1077,741,83,27,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,32,NA,NA,NA,40,34,NA,32,19,22,NA,36,NA,76.3,76.5,964.1,898.6,NA,17.1,NA,6,NA,6.9,0.7,13.8,10.2,1.7,31.8,25.5,3.8,NA,3.8,0,NA,22.6,279.6,NA,56,57.4,51.7,NA,23.7,579,610
193,48,Hamilton,Texas,TX,61,"frontier status, population size, poverty, age, population density",32,8105,10,15.8,23.9,55.1,17.2,3.8,98.7,0.3,0.3,0.3,8.9,1450,179,185,442,339,1,4,1,16,4,9,6,4,3,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1513,1451,143,74,61.7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,25,NA,NA,NA,41,NA,NA,NA,18,NA,NA,NA,NA,75.2,76.5,975.4,898.6,NA,17.1,NA,6,32.1,6.1,0.3,10.7,4.1,1.2,21.2,27.6,7.1,NA,2.4,4.7,32.5,20.3,288.1,NA,57.3,37.7,49.2,32.1,19.8,924,1433
195,48,Hansford,Texas,TX,80,"frontier status, population size, poverty, age",41,5230,6,13.7,29.7,54.6,14.4,1.3,98.2,0.3,0.9,0.4,38.8,977,95,101,264,218,0,3,1,2,3,5,1,3,2,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1048,806,57,19.1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,33,NA,NA,NA,33,NA,NA,NA,15,NA,NA,NA,NA,75.9,76.5,922.1,898.6,NA,17.1,NA,6,NA,5.9,0.8,12.6,6.1,1.3,21.8,22.5,3.9,NA,2.6,1.3,33.2,21.4,190.2,NA,47.6,66.3,43.6,NA,33.1,833,566
197,48,Hardeman,Texas,TX,70,"frontier status, population size, poverty, age, population density",37,4291,6,16.5,24.1,56,16.6,3.3,92.9,5.4,1,0.3,15.3,847,107,137,233,182,0,3,0,2,3,6,46,4,2,3130,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,909,887,104,46.6,23.3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,13,NA,NA,NA,28,21,NA,NA,18,15,NA,NA,NA,75.2,76.5,970.9,898.6,NA,17.1,NA,6,NA,9.7,0.5,13.1,8.5,1.2,36.6,23.7,9.9,NA,2,7.9,NA,21.6,149.9,NA,49.2,35.5,69.8,NA,29.4,566,717
199,48,Hardin,Texas,TX,29,"frontier status, population size, poverty, age",37,50976,57,12.5,26.2,61.4,11.2,1.2,92,6.6,0.3,0.3,3,6825,1606,1265,2700,2187,0,3,5,30,4,34,7,4,12,111748,1,1,1,1,1,1,NA,NA,NA,24.5,NA,19.3,9.5,6640,6053,1068,25.5,21.6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,23,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,19,NA,NA,29,39,NA,NA,34,30,NA,NA,22,22,NA,NA,NA,73.9,76.5,1046.3,898.6,19.6,17.1,6.4,6,13.6,7.2,1.2,10.6,4.1,1,27.3,13.6,5.4,NA,3.5,1.9,26.1,16.1,223.2,4.2,73.6,27.4,63.2,13.6,28.2,3160,2369
201,48,Harris,Texas,TX,1,"frontier status, population size",34,3693050,2136,16.2,30.1,62.2,6.9,0.7,74.4,18.4,0.6,5.6,37.3,576580,105445,84282,185430,154931,30,3,106,1012,3,955,653,4,530,55707549,1,1,1,2,2,1,NA,26.5,74.7,22.6,22.2,18.8,5.9,676637,255791,41846,84.8,43,1,2,45,50,54,45,24,17,23,25,32,27,NA,33,14,NA,NA,14,NA,17,NA,11,45,21,64,44,20,31,NA,28,13,NA,NA,NA,NA,NA,NA,NA,26,13,20,28,14,13,24,12,10,16,12,NA,10,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,13,32,27,41,27,24,29,20,23,32,33,28,32,21,23,22,21,NA,76.3,76.5,899.8,898.6,18.6,17.1,5.5,6,10.8,7.8,1.4,13.7,4.6,2.1,34.3,19.5,6,4.9,3.8,2.2,27.6,19.2,193.2,9.6,54.6,15.6,71.4,10.8,22.1,195600,62223
203,48,Harrison,Texas,TX,8,"frontier status, population size, poverty",54,63459,71,16.1,26.9,60.2,11.2,1.7,75.3,23.1,0.4,0.6,7.4,8815,1734,1659,3339,2793,0,3,0,27,3,62,14,3,31,5804296,1,1,1,1,1,1,NA,38.5,NA,31,NA,24,5.4,10366,6744,1329,37.8,22.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,35,19,NA,NA,15,15,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,35,26,NA,NA,28,28,NA,NA,34,30,NA,NA,21,21,NA,NA,NA,74.7,76.5,977.3,898.6,24.6,17.1,7.6,6,11.3,8.7,1.5,13.5,6.5,1.2,38.5,17.2,8.4,8.1,5.7,2.7,24.5,17.9,228.8,9.6,65.4,33.5,82.2,11.3,22.7,4029,3087
205,48,Hartley,Texas,TX,78,"frontier status, population size, poverty, age",43,5450,4,9.4,23.3,63.7,11.1,1.9,91,8.1,0.5,0.3,17,894,97,126,298,198,0,3,2,3,3,6,0,3,2,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,652,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,26,NA,NA,NA,30,NA,NA,NA,25,NA,NA,NA,NA,77.3,76.5,620,898.6,NA,17.1,NA,6,NA,7.9,1.9,12.2,4.8,1,17,15.5,12.4,NA,12.4,0,NA,NA,150.7,NA,44.6,NA,33.7,NA,NA,683,343
207,48,Haskell,Texas,TX,70,"frontier status, population size, poverty, age, population density",37,5541,6,19.9,22.7,53.2,19.9,4.2,94.9,3.9,0.7,0.3,23.6,1103,123,179,307,236,0,3,1,12,4,8,7,4,3,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1427,1342,118,18,36.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,29,NA,NA,NA,42,NA,NA,38,20,NA,NA,25,NA,77,76.5,915.3,898.6,NA,17.1,NA,6,NA,4.6,1.4,10.6,6.9,1.1,28.7,24.7,6.8,NA,5.1,1.7,NA,15.9,286.9,NA,50.2,19.6,63.5,NA,19.3,655,1015
209,48,Hays,Texas,TX,20,"frontier status, population size, poverty, age",32,124432,184,12.4,26.4,65.9,6.9,0.8,93,4.1,0.8,1.1,31,10738,2668,3316,6617,6709,4,3,21,142,4,73,123,4,37,241532,1,1,1,1,1,1,NA,19.7,78.8,26.1,19.4,17.4,7,14944,8441,1177,48.2,23.3,2,2,35,NA,NA,NA,26,NA,NA,NA,52,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,57,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,29,16,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,28,NA,23,19,36,NA,16,25,26,NA,27,20,26,NA,18,NA,78.7,76.5,801.5,898.6,15.7,17.1,6.2,6,10.5,6.3,0.9,11.2,4.7,2.2,28,15.1,3.2,3.3,1.6,1.6,24.6,19.4,137.2,3.5,46.1,24.2,73.9,10.5,17.6,7602,2683
211,48,Hemphill,Texas,TX,78,"frontier status, population size, poverty, age",43,3422,4,9.6,27.7,57.4,12.6,2.3,97,1.6,0.7,0.5,19.2,445,66,120,179,146,0,3,1,4,4,4,0,3,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,405,429,35,87.7,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,19,NA,NA,NA,36,NA,NA,NA,18,NA,NA,NA,NA,75.9,76.5,870.9,898.6,NA,17.1,NA,6,NA,3.6,NA,9,4.8,NA,20,19.7,NA,NA,NA,NA,NA,NA,182.7,NA,55.7,38.7,61.4,NA,26.1,414,343
213,48,Henderson,Texas,TX,24,"frontier status, population size, poverty, age",35,80017,92,16.6,24.5,57.9,15.7,1.9,91.8,6.4,0.5,0.4,8.9,14347,1874,2492,4330,3360,0,3,4,18,3,52,17,4,26,131804,1,1,1,1,1,1,NA,32.2,75.6,25.4,NA,22.6,9.9,13132,8872,1357,45,18.7,2,2,46,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,11,NA,NA,NA,14,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,46,NA,NA,29,21,NA,NA,34,35,NA,30,24,18,NA,11,NA,74.5,76.5,971.8,898.6,24.7,17.1,6.5,6,17.3,7.9,1.2,14,6.8,1,36,17,7,2.8,4.3,2.7,21.7,21.8,247.9,7.2,80.8,32.5,74,17.3,23,4834,4505
215,48,Hidalgo,Texas,TX,3,"frontier status, population size, poverty",39,678275,432,31,36.8,54,8.2,1.1,97.4,0.9,0.6,0.9,89.2,178816,20096,24431,30994,29349,1,3,18,374,4,258,404,4,258,18017,1,1,1,1,1,1,NA,33.6,78,31.1,18.7,15.7,7.1,192253,50494,7924,52,12.5,1,2,38,NA,NA,38,35,NA,NA,35,28,NA,NA,24,11,NA,NA,12,NA,NA,NA,NA,51,NA,NA,52,11,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,23,15,NA,NA,15,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,27,27,NA,NA,26,35,NA,NA,35,20,NA,NA,18,NA,80.2,76.5,660.7,898.6,29.4,17.1,5.6,6,5.2,6.5,1,12.6,6.5,1.4,29.2,22.5,4,3.8,2.6,1.4,16.8,11.3,175.3,6.3,25.6,17.3,36.7,5.2,11.5,46999,9118
